time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-31 00:00:00+00:00,2,2,1,1
2026-08-01 00:00:00+00:00,16,6,0,0
2026-08-02 00:00:00+00:00,55,14,0,0
2026-08-03 00:00:00+00:00,13,10,6,5
2026-08-04 00:00:00+00:00,12,7,0,0
2026-08-05 00:00:00+00:00,42,11,2,2
2026-08-06 00:00:00+00:00,3,3,15,3
2026-08-07 00:00:00+00:00,9,4,1,1
2026-08-08 00:00:00+00:00,13,8,0,0
2026-08-09 00:00:00+00:00,11,6,0,0
2026-08-10 00:00:00+00:00,2,2,32,4
2026-08-11 00:00:00+00:00,15,6,1,1
2026-08-12 00:00:00+00:00,9,4,1,1
2026-08-13 00:00:00+00:00,4,4,9,2
